Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength
USE OF TIO2 AS A REINFORCEMENT OF CASSAVA STARCH/PVA COMPOSITES ON MOISTURE-RESISTANT PROPERTIES OF TRIBOELECTRIC NANOGENERATOR (TENG) FILM,"Ansori, A.| Soeparman, S.| Widhiyanuriyawan, D.| Widodo, T.D.",4.0,57207459555| 56469736100| 54406162400| 56258446700,2023.0,2023-01-01,IIUM Engineering Journal,24,2,269-285,-,ISSN-1511788X,21100827423.0,Journal,International Islamic University Malaysia-IIUM,English,0.53,60,2.1,50,0.206,71,1.24,24.0,1.0,0.11,9.07,62.0,72.0,0.0,0.0,"Ansori, A., Soeparman, S., Widhiyanuriyawan, D. and 1 more (...) (2023).USE OF TIO2 AS A REINFORCEMENT OF CASSAVA STARCH/PVA COMPOSITES ON MOISTURE-RESISTANT PROPERTIES OF TRIBOELECTRIC NANOGENERATOR (TENG) FILM. IIUM Engineering Journal,24(2) 269-285",https://www.scopus.com/record/display.url?eid=2-s2.0-85165077657&origin=resultslist,10.31436/iiumej.v24i2.2554,Article,Gold,2-s2.0-85165077657,-,Brawijaya University| Universitas Negeri Surabaya,701284| 707254,Academic,2.0,60069392| 60105082,Brawijaya University| Universitas Negeri Surabaya,57207459555,56258446700,57207459555,-,Unknown country,1.0,1500| 1700| 2200| 2604,General Chemical Engineering| General Computer Science| General Engineering| Applied Mathematics,2| 4,Engineering & Technology| Natural Sciences,431| 219| 212,Mathematics| Engineering - Chemical| Computer Science & Information Systems,37| 36| 38,Physical Sciences| Engineering| Computer Science,40| 51,Engineering| Physical Sciences,5199| 4008| 4004,Other physical sciences| Electrical engineering| Chemical engineering,-,Piezoelectric Energy Harvesting Technologies,282,98.757,Triboelectric Nanogenerators for Self-Powered Systems,773,99.985,Definitive
Performance Evaluation of Electronic Circuit System in Smart Aquaponic,"Sulistiyanto| Tijaniyah| Herlina, A.| Chaidir, A.R.| Ali, M.| Widoretno, S.| Pawening, R.E.| Fahmi, M.H.| Riyanto, D.| Aziz, A.S.",10.0,58740568000| 58741257600| 59563115000| 57191625102| 57164215400| 60020553300| 57189059793| 58820977900| 58612153800| 57208553496,2024.0,2024-01-01,"ICEECIT 2024 - Proceedings: 2nd International Conference on Electrical Engineering, Computer and Information Technology 2024",-,-,211-215,-,-,21101275424.0,Conference Proceeding,Institute of Electrical and Electronics Engineers Inc.,English,-,-,-,-,-,-,0.74,4.0,1.0,0.69,1.45,50.0,39.0,0.0,0.0,"Sulistiyanto, Tijaniyah, Herlina, A. and 7 more (...) (2024).Performance Evaluation of Electronic Circuit System in Smart Aquaponic. ICEECIT 2024 - Proceedings: 2nd International Conference on Electrical Engineering, Computer and Information Technology 2024,211-215",https://www.scopus.com/record/display.url?eid=2-s2.0-85218094519&origin=resultslist,10.1109/ICEECIT63698.2024.10859891,Conference Paper,,2-s2.0-85218094519,-,University of Jember| Universitas Negeri Surabaya,706811| 707254,Academic,2.0,130119796| 60069412| 126672690| 124315435| 130909826| 60272378| 60105082,Faculty of Engineering| Universitas Jember| Faculty of Engineering| Islamic University of Balitar| Faculty of Engineering| Universitas Muhammadiyah Ponorogo| Universitas Negeri Surabaya,58740568000,57208553496,58740568000,-,Unknown country,1.0,1702| 1705| 1706| 1707| 1710| 2208| 2606,Artificial Intelligence| Computer Networks and Communications| Computer Science Applications| Computer Vision and Pattern Recognition| Information Systems| Electrical and Electronic Engineering| Control and Optimization,4| 2,Natural Sciences| Engineering & Technology,212| 249| 221| 213| 431,Computer Science & Information Systems| Engineering - Petroleum| Engineering - Electrical & Electronic| Data Science| Mathematics,38| 36| 37,Computer Science| Engineering| Physical Sciences,-,-,-,-,SDG 7,Physiological Responses of Aquatic Species to Environmental Changes,1049,48.594,Aquaponics Systems for Sustainable Food Production,13512,95.97,Defensible
Predicting Academic Achievement Through Engagement Analysis with Sparse Logistic Regression,"Parjan| Anistyasari, Y.| Ekohariadi| Hidayati, S.C.",4.0,59400143400| 53263227700| 57195553791| 55533725700,2024.0,2024-01-01,"Proceedings - International Seminar on Intelligent Technology and its Applications, ISITIA",-,2024,483-487,-,ISSN-27695492,21101257833.0,Journal,Institute of Electrical and Electronics Engineers Inc.,English,-,-,0,94,-,-,2.44,13.0,1.0,0.85,1.17,50.0,33.0,0.0,0.0,"Parjan, Anistyasari, Y., Ekohariadi and 1 more (...) (2024).Predicting Academic Achievement Through Engagement Analysis with Sparse Logistic Regression. Proceedings - International Seminar on Intelligent Technology and its Applications, ISITIA,(2024) 483-487",https://www.scopus.com/record/display.url?eid=2-s2.0-85208441951&origin=resultslist,10.1109/ISITIA63062.2024.10667991,Conference Paper,,2-s2.0-85208441951,-,Institut Teknologi Sepuluh Nopember| Universitas Negeri Surabaya,701292| 707254,Academic,2.0,60105082| 60070707,Universitas Negeri Surabaya| Institut Teknologi Sepuluh Nopember,59400143400,55533725700,59400143400,-,Unknown country,1.0,1702| 1705| 1706| 1707| 2105| 3105,"Artificial Intelligence| Computer Networks and Communications| Computer Science Applications| Computer Vision and Pattern Recognition| Renewable Energy, Sustainability and the Environment| Instrumentation",2| 4,Engineering & Technology| Natural Sciences,439| 212| 213| 221,Physics & Astronomy| Computer Science & Information Systems| Data Science| Engineering - Electrical & Electronic,36| 38| 37,Engineering| Computer Science| Physical Sciences,-,-,-,-,SDG 4,Social Media and Data-Driven Learning Insights,160,94.245,Harnessing Data Mining for Student Performance Insights,1704,99.65,Definitive
Nyanggit Nggathok patterned batik in clothing as an alternative to increasing production efficiency in the batik industry,"Wahyuningsih, U.| Yulistiana, I.| Suhartini, R.| Purwidiani, N.| Widjaja, A.",5.0,58286236400| 59518842200| 57211940074| 57200393283| 59349689700,2024.0,2024-01-01,System Innovation for a Troubled World: Applied System Innovation IX,-,-,337-342,-,-,21101251259.0,Book,CRC Press,English,-,-,-,-,-,-,3.61,27.0,0.0,0.0,1.1,66.0,66.0,0.0,0.0,"Wahyuningsih, U., Yulistiana, I., Suhartini, R. and 2 more (...) (2024).Nyanggit Nggathok patterned batik in clothing as an alternative to increasing production efficiency in the batik industry. System Innovation for a Troubled World: Applied System Innovation IX,337-342",https://www.scopus.com/record/display.url?eid=2-s2.0-85205365844&origin=resultslist,10.1201/9781003460763-67,Chapter,,2-s2.0-85205365844,-,Universitas Negeri Surabaya,707254,Academic,1.0,60105082,Universitas Negeri Surabaya,58286236400,59349689700,58286236400,-,Unknown country,1.0,1700| 2200| 2500,General Computer Science| General Engineering| General Materials Science,2,Engineering & Technology,212| 433,Computer Science & Information Systems| Materials Science,38| 36,Computer Science| Engineering,-,-,-,-,SDG 9,Influence of Brand Equity on Consumer Behavior,755,95.618,Anthropometric Insights in Apparel Design Innovation,45672,61.269,Other
INTELEGENCE PATTERN RECOGNITION OF OSTEOARTHRITIS SEVERITY BASED JUNCTION SPACE WIDTH (JSW) PARAMETER USING SELF ORGANIZING MAP (SOM),"Anifah, L.| Haryanto",2.0,55648855000| 57211095658,2024.0,2024-06-01,International Journal on Technical and Physical Problems of Engineering,16,2,211-217,1799,ISSN-20773528,21100913338.0,Journal,International Organization on 'Technical and Physical Problems of Engineering',English,0.96,32,1.9,60,0.267,57,0.6,12.0,0.0,0.0,6.53,66.0,66.0,0.0,0.0,"Anifah, L., Haryanto (2024).INTELEGENCE PATTERN RECOGNITION OF OSTEOARTHRITIS SEVERITY BASED JUNCTION SPACE WIDTH (JSW) PARAMETER USING SELF ORGANIZING MAP (SOM). International Journal on Technical and Physical Problems of Engineering,16(2) 211-217",https://www.scopus.com/record/display.url?eid=2-s2.0-85198649534&origin=resultslist,-,Article,,2-s2.0-85198649534,-,Universitas Negeri Surabaya,707254,Academic,1.0,60105082,Universitas Negeri Surabaya,55648855000,57211095658,-,-,Unknown country,1.0,1700| 2100| 2200,General Computer Science| General Energy| General Engineering,2,Engineering & Technology,221| 212| 249,Engineering - Electrical & Electronic| Computer Science & Information Systems| Engineering - Petroleum,36| 38,Engineering| Computer Science,51| 40,Physical Sciences| Engineering,4008| 5199| 4017,Electrical engineering| Other physical sciences| Mechanical engineering,-,Osteoarthritis Mechanisms and Treatment Innovations,74,86.331,Machine Learning Applications in Knee Osteoarthritis Diagnosis,57955,91.355,Definitive
Synthesis And Characterization of Nanoparticles CaCO3/MgO as Antibacterial,"Jannah, Z.| Rohmawati, L.| Setyarsih, W.",3.0,57202788617| 57201676108| 57193132412,2020.0,2020-01-01,"Proceedings of the 7th Mathematics, Science, and Computer Science Education International Seminar, MSCEIS 2019",-,-,-,-,-,21101083160.0,Conference Proceeding,European Alliance for Innovation,English,-,-,-,-,-,-,0.18,7.0,0.0,0.0,3.71,83.0,78.0,0.0,0.0,"Jannah, Z., Rohmawati, L., Setyarsih, W. (2020).Synthesis And Characterization of Nanoparticles CaCO3/MgO as Antibacterial. Proceedings of the 7th Mathematics, Science, and Computer Science Education International Seminar, MSCEIS 2019,",https://www.scopus.com/record/display.url?eid=2-s2.0-85127583858&origin=resultslist,10.4108/eai.12-10-2019.2296269,Conference Paper,Bronze,2-s2.0-85127583858,-,Universitas Negeri Surabaya,707254,Academic,1.0,60105082,Universitas Negeri Surabaya,57202788617,57193132412,-,-,Unknown country,1.0,1700| 2600| 3304,General Computer Science| General Mathematics| Education,3| 2| 4,Social Sciences & Management| Engineering & Technology| Natural Sciences,431| 318| 212,Mathematics| Education & Training| Computer Science & Information Systems,37| 38| 41,Physical Sciences| Computer Science| Education Studies,-,-,-,-,-,Interconnections Between Oral Health and Systemic Diseases,648,59.058,Periodontitis and Its Systemic Health Implications,5813,96.818,Defensible
Multiclass Deep Transfer Learning for Covid-19 Classification,"Angkoso, C.V.| Kusumaningsih, A.| Tjahyaningtijas, H.P.A.| Nugroho, A.K.",4.0,57191037824| 57190407316| 58028094300| 57211432400,2022.0,2022-01-01,"2022 5th International Conference on Vocational Education and Electrical Engineering: The Future of Electrical Engineering, Informatics, and Educational Technology Through the Freedom of Study in the Post-Pandemic Era, ICVEE 2022 - Proceeding",-,-,60-64,-,-,21101121703.0,Conference Proceeding,Institute of Electrical and Electronics Engineers Inc.,English,-,-,-,-,-,-,0.94,11.0,0.0,0.0,4.23,80.0,80.0,0.0,0.0,"Angkoso, C.V., Kusumaningsih, A., Tjahyaningtijas, H.P.A. and 1 more (...) (2022).Multiclass Deep Transfer Learning for Covid-19 Classification. 2022 5th International Conference on Vocational Education and Electrical Engineering: The Future of Electrical Engineering, Informatics, and Educational Technology Through the Freedom of Study in the Post-Pandemic Era, ICVEE 2022 - Proceeding,60-64",https://www.scopus.com/record/display.url?eid=2-s2.0-85142438836&origin=resultslist,10.1109/ICVEE57061.2022.9930419,Conference Paper,,2-s2.0-85142438836,-,University of Trunojoyo Madura| Universitas Negeri Surabaya,718020| 707254,Academic,2.0,60122051| 60105082| 60114085,Universitas Trunojoyo Madura| Universitas Negeri Surabaya| Universitas Semarang,57191037824,57211432400,-,-,Unknown country,1.0,1702| 1706| 1802| 2208| 3304,Artificial Intelligence| Computer Science Applications| Information Systems and Management| Electrical and Electronic Engineering| Education,3| 2,Social Sciences & Management| Engineering & Technology,221| 212| 318| 249| 213,Engineering - Electrical & Electronic| Computer Science & Information Systems| Education & Training| Engineering - Petroleum| Data Science,38| 41| 36| 37,Computer Science| Education Studies| Engineering| Physical Sciences,-,-,-,-,SDG 3,"COVID-19, Its Impact, and Vaccination",1,99.935,Machine Learning Models for COVID-19 Prediction,21265,92.172,Defensible
A revised bloom's taxonomy evaluation of formal written language test items,"Setyowati, Y.| Susanto, S.| Munir, A.",3.0,57210971477| 58142528500| 57217302677,2022.0,2022-09-01,World Journal on Educational Technology: Current Issues,14,5,1317-1331,-,ISSN-13091506,21100925870.0,Journal,Birlesik Dunya Yenilik Arastirma ve Yayincilik Merkezi,English,1.03,28,-,-,-,-,0.69,26.0,0.0,0.0,10.89,80.0,80.0,0.0,0.0,"Setyowati, Y., Susanto, S., Munir, A. (2022).A revised bloom's taxonomy evaluation of formal written language test items. World Journal on Educational Technology: Current Issues,14(5) 1317-1331",https://www.scopus.com/record/display.url?eid=2-s2.0-85139744138&origin=resultslist,10.18844/wjet.v14i5.7296,Article,Gold,2-s2.0-85139744138,-,Universitas Negeri Surabaya,707254,Academic,1.0,60264402| 60105082,Universitas Wijaya Putra| Universitas Negeri Surabaya,57210971477,57217302677,57210971477,-,Unknown country,1.0,1405| 1701| 3304,Management of Technology and Innovation| Computer Science (miscellaneous)| Education,2| 3,Engineering & Technology| Social Sciences & Management,212| 318| 308,Computer Science & Information Systems| Education & Training| Business & Management Studies,41| 35| 38,Education Studies| Business and Economics| Computer Science,39,Education,3903,Education systems,-,Gender Dynamics and Engineering Education Reform,437,64.029,Cognitive Classification of Learning Outcomes in Education,65950,77.537,Very Good
Combining Flipped with Case-Based Learning for Creative Thinking: A Bibliometric Analysis,"Hanif, M.| Mustaji| Arianto, F.",3.0,57208133915| 57200364969| 57680858500,2024.0,2024-01-01,"Proceedings - 2024 6th International Workshop on Artificial Intelligence and Education, WAIE 2024",-,-,289-293,-,-,21101284193.0,Conference Proceeding,Institute of Electrical and Electronics Engineers Inc.,English,-,-,-,-,-,-,3.31,24.0,0.0,0.0,1.68,66.0,66.0,0.0,0.0,"Hanif, M., Mustaji, Arianto, F. (2024).Combining Flipped with Case-Based Learning for Creative Thinking: A Bibliometric Analysis. Proceedings - 2024 6th International Workshop on Artificial Intelligence and Education, WAIE 2024,289-293",https://www.scopus.com/record/display.url?eid=2-s2.0-105000671737&origin=resultslist,10.1109/WAIE63876.2024.00059,Conference Paper,,2-s2.0-105000671737,-,Universitas Negeri Surabaya,707254,Academic,1.0,60105082,Universitas Negeri Surabaya,57208133915,57680858500,-,-,Unknown country,1.0,1702| 1706| 1709| 2611| 3304,Artificial Intelligence| Computer Science Applications| Human-Computer Interaction| Modeling and Simulation| Education,3| 4| 2,Social Sciences & Management| Natural Sciences| Engineering & Technology,212| 318| 431| 213,Computer Science & Information Systems| Education & Training| Mathematics| Data Science,41| 37| 38,Education Studies| Physical Sciences| Computer Science,-,-,-,-,-,Innovative Approaches in Medical Education and Learning,968,61.543,Flipped Classroom Models in Higher Education,817,99.299,Definitive
Machine Learning Implementation in Use Case Points Method: A 30-year Perspective,"Dewi, R.S.| Sarno, R.| Astuti, E.S.",3.0,57193736439| 53264815700| 57202267098,2024.0,2024-01-01,"2024 International Conference on Information Technology Systems and Innovation, ICITSI 2024 - Proceedings",-,-,393-398,-,-,21101288478.0,Conference Proceeding,Institute of Electrical and Electronics Engineers Inc.,English,-,-,-,-,-,-,2.28,13.0,0.0,0.0,1.55,66.0,66.0,0.0,0.0,"Dewi, R.S., Sarno, R., Astuti, E.S. (2024).Machine Learning Implementation in Use Case Points Method: A 30-year Perspective. 2024 International Conference on Information Technology Systems and Innovation, ICITSI 2024 - Proceedings,393-398",https://www.scopus.com/record/display.url?eid=2-s2.0-105002477536&origin=resultslist,10.1109/ICITSI65188.2024.10928972,Conference Paper,,2-s2.0-105002477536,-,Institut Teknologi Sepuluh Nopember| Brawijaya University| Universitas Negeri Surabaya,701292| 701284| 707254,Academic,3.0,60105082| 60070707| 60069392,Universitas Negeri Surabaya| Institut Teknologi Sepuluh Nopember| Brawijaya University,57193736439,57202267098,57193736439,-,Unknown country,1.0,1702| 1705| 1706| 1710| 2611| 2613,Artificial Intelligence| Computer Networks and Communications| Computer Science Applications| Information Systems| Modeling and Simulation| Statistics and Probability,2| 4,Engineering & Technology| Natural Sciences,344| 431| 213| 212,Statistics & Operational Research| Mathematics| Data Science| Computer Science & Information Systems,38| 37,Computer Science| Physical Sciences,-,-,-,-,-,Software Engineering Innovations in Open Source Development,50,89.209,Effort Estimation Models in Software Development,1880,94.624,Definitive
Are they Struggling with an Online Learning Environment? Unpacking Indonesian University Students’ Perception,"Rojabi, A.R.| Setiawan, S.| Munir, A.",3.0,57255045800| 57212529080| 57217302677,2024.0,2024-03-24,CALL-EJ,25,1,23-45,-,ISSN-21879036,21100265343.0,Journal,The Pacific Association for Computer Assisted Language Learning (PacCALL),English,0.91,35,3.8,9,0.533,16,2.21,30.0,0.0,0.0,2.86,66.0,66.0,0.0,0.0,"Rojabi, A.R., Setiawan, S., Munir, A. (2024).Are they Struggling with an Online Learning Environment? Unpacking Indonesian University Students’ Perception. CALL-EJ,25(1) 23-45",https://www.scopus.com/record/display.url?eid=2-s2.0-85191173474&origin=resultslist,-,Article,,2-s2.0-85191173474,-,Universitas Negeri Surabaya,707254,Academic,1.0,60105082| 127251574,Universitas Negeri Surabaya| Universitas Islam Negeri Kiai Haji Achmad Siddiq Jember,57255045800,57217302677,-,-,Unknown country,1.0,1203| 1706| 3310,Language and Linguistics| Computer Science Applications| Linguistics and Language,2| 1,Engineering & Technology| Arts & Humanities,130| 213| 212,Linguistics| Data Science| Computer Science & Information Systems,38| 33,Computer Science| Arts and Humanities,39,Education,3903,Education systems,-,Social Media and Data-Driven Learning Insights,160,94.245,Transformative Online Learning Communities and Engagement,306,99.079,Definitive
