"Data set","All Authors affiliated with Universitas Negeri Surabaya","","","","","","","","","","",""
"Entity","Universitas Negeri Surabaya","","","","","","","","","","",""
"Year range","2015 to >2025","","","","","","","","","","",""
"Types of publications included","all publication types","","","","","","","","","","",""
"Self-citations","included","","","","","","","","","","",""
"","","","","","","","","","","","",""
"Data source","Scopus","","","","","","","","","","",""
"Date last updated","11 March 2026","","","","","","","","","","",""
"","","","","","","","","","","","",""
"* If an author's affiliation is part of multiple SciVal Institutions, the author is listed multiple times with one row per Institution.","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"Name","Scholarly Output","Most recent publication","Citations","Citations per Publication","Field-Weighted Citation Impact","h-index","Output in Top 10% Citation Percentiles (field-weighted)","Oldest publication (since 1996)","Scopus author ID","Scopus author profile","Primary author affiliation*","ORCID (linked to Scopus author profile)"
"Shehadeh, Hisham A.","1","2024","6","6.0","0.73","15","0","2024","57189003986","https://www.scopus.com/authid/detail.url?authorId=57189003986","Yarmouk University","0000-0003-4054-6561"
"Rahayu, Retno Indah","1","2019","14","14.0","1.90","1","0","2019","57208009962","https://www.scopus.com/authid/detail.url?authorId=57208009962","State University of Malang",""
"Puspita, F. W.","1","2019","0","0.0","0.00","0","0","2019","57211927100","https://www.scopus.com/authid/detail.url?authorId=57211927100","Universitas Negeri Surabaya",""
"Dewantoro, Lucas","1","2020","0","0.0","0.00","0","0","2020","57216732976","https://www.scopus.com/authid/detail.url?authorId=57216732976","Universitas Negeri Surabaya",""
"Murtedjo,","1","2018","5","5.0","2.17","1","0","2018","57217908320","https://www.scopus.com/authid/detail.url?authorId=57217908320","Universitas Negeri Surabaya",""
"Dwijuliani, R.","1","2021","11","11.0","4.11","1","1","2021","57222569843","https://www.scopus.com/authid/detail.url?authorId=57222569843","Universitas Negeri Surabaya",""
"Marsudi,","1","2024","1","1.0","0.43","1","0","2024","57226177355","https://www.scopus.com/authid/detail.url?authorId=57226177355","Universitas Negeri Surabaya",""
"Pratama, Muhammad Yandi","1","2023","0","0.0","0.00","1","0","2023","58278428300","https://www.scopus.com/authid/detail.url?authorId=58278428300","State University of Malang",""
"Djoemharsjah, Intan Salsabila","1","2023","2","2.0","0.28","1","0","2023","58315413700","https://www.scopus.com/authid/detail.url?authorId=58315413700","Universitas Negeri Surabaya",""
"Al-Razi, Muhammad Fakhruddin","1","2026","0","0.0","0.00","1","1","2026","58932976500","https://www.scopus.com/authid/detail.url?authorId=58932976500","Universitas Negeri Surabaya","0009-0002-8657-7267"
"Djardjani, Muhammad Kahfi","1","2024","0","0.0","0.00","0","0","2024","59150286300","https://www.scopus.com/authid/detail.url?authorId=59150286300","Universitas Negeri Surabaya",""
"Firdaus Adli Bakri, Mohd","1","2024","0","0.0","0.00","0","0","2024","59360773500","https://www.scopus.com/authid/detail.url?authorId=59360773500","Universitas Negeri Surabaya",""
"Ivano Avandi, Raymond","1","2025","0","0.0","0.00","0","0","2025","59557720500","https://www.scopus.com/authid/detail.url?authorId=59557720500","Universitas Negeri Surabaya",""
"Maladonai, Adi","1","2025","0","0.0","0.00","0","0","2025","60076372300","https://www.scopus.com/authid/detail.url?authorId=60076372300","Universitas Negeri Surabaya",""
"Firdausy, Andini Erika","1","2025","0","0.0","0.00","0","0","2025","60160108100","https://www.scopus.com/authid/detail.url?authorId=60160108100","Universitas Negeri Surabaya",""
"Cahya, R. E.","1","2025","0","0.0","0.00","0","0","2025","60229613300","https://www.scopus.com/authid/detail.url?authorId=60229613300","Universitas Negeri Surabaya",""
"Suprianto, Edy","1","2026","0","0.0","0.00","0","1","2026","60371947500","https://www.scopus.com/authid/detail.url?authorId=60371947500","Universitas Negeri Surabaya",""
"Prasetyo, Bagus Dwi","1","2018","8","8.0","1.63","2","0","2018","57200659305","https://www.scopus.com/authid/detail.url?authorId=57200659305","Universitas Negeri Surabaya",""
"Satriana, F. M.S.","1","2018","0","0.0","0.00","0","0","2018","57201864133","https://www.scopus.com/authid/detail.url?authorId=57201864133","Universitas Negeri Surabaya",""
"Yushila, Aulia Bayu","1","2025","0","0.0","0.00","1","0","2025","57207466865","https://www.scopus.com/authid/detail.url?authorId=57207466865","Universitas Negeri Surabaya","0009-0001-5668-3686"
"Sahidin, Latief","1","2019","1","1.0","0.60","1","0","2019","57207763861","https://www.scopus.com/authid/detail.url?authorId=57207763861","Haluoleo University","0000-0001-6658-1942"
"Wulancahayani, E.","1","2021","2","2.0","0.51","1","0","2021","57222723089","https://www.scopus.com/authid/detail.url?authorId=57222723089","Universitas Negeri Surabaya",""
"Dewanto,","1","2021","0","0.0","0.00","0","0","2021","57490995100","https://www.scopus.com/authid/detail.url?authorId=57490995100","Universitas Negeri Surabaya",""
"Hidayah, N.","1","2023","1","1.0","0.10","1","0","2023","58809251700","https://www.scopus.com/authid/detail.url?authorId=58809251700","Universitas Negeri Surabaya",""
"Rizka Azzahro, Ika Aprilia","1","2024","0","0.0","0.00","0","0","2024","59045324400","https://www.scopus.com/authid/detail.url?authorId=59045324400","Universitas Negeri Surabaya",""
"Noevita, Vera Dessy","1","2024","0","0.0","0.00","0","0","2024","59047530400","https://www.scopus.com/authid/detail.url?authorId=59047530400","Universitas Negeri Surabaya",""
"Khusna, Ulia Asmaul","1","2024","1","1.0","0.21","1","0","2024","59517772600","https://www.scopus.com/authid/detail.url?authorId=59517772600","Universitas Negeri Surabaya",""
"Sugeng Dewantoro, Ragil","1","2025","3","3.0","1.71","1","0","2025","59540814000","https://www.scopus.com/authid/detail.url?authorId=59540814000","Universitas Negeri Surabaya","0009-0004-8048-0784"
"Mais, Asrorul","1","2026","0","0.0","0.00","1","1","2026","60170978900","https://www.scopus.com/authid/detail.url?authorId=60170978900","Unknown affiliation","0009-0006-3096-5702"
"Yani, Mohammad Turhan","1","2025","1","1.0","1.65","1","0","2025","60373241600","https://www.scopus.com/authid/detail.url?authorId=60373241600","Universitas Negeri Surabaya",""
"Lovisonya, Intan","1","2025","0","0.0","0.00","0","0","2025","60422496200","https://www.scopus.com/authid/detail.url?authorId=60422496200","Universitas Negeri Surabaya",""
"Adnan, Evita","1","2020","11","11.0","6.08","3","1","2020","57218940573","https://www.scopus.com/authid/detail.url?authorId=57218940573","State University of Jakarta",""
"Cahyono, Muhamad Edi","1","2021","22","22.0","1.64","1","0","2021","57223293849","https://www.scopus.com/authid/detail.url?authorId=57223293849","Universitas Negeri Surabaya",""
"Melinda, V.","1","2021","5","5.0","2.06","1","0","2021","57377745000","https://www.scopus.com/authid/detail.url?authorId=57377745000","Universitas Negeri Surabaya",""
"Teraningtyas, Ambarwati","1","2022","9","9.0","0.68","1","0","2022","57426159900","https://www.scopus.com/authid/detail.url?authorId=57426159900","Universitas Negeri Surabaya",""
"Rizqillah, I. A.","1","2022","0","0.0","0.00","0","0","2022","58036338200","https://www.scopus.com/authid/detail.url?authorId=58036338200","Universitas Negeri Surabaya",""
"Nurwati, Yuni","1","2025","0","0.0","0.00","0","0","2025","58209955800","https://www.scopus.com/authid/detail.url?authorId=58209955800","Universitas Negeri Surabaya",""
"Karimah, Iffah","1","2021","0","0.0","0.00","0","0","2021","58304154700","https://www.scopus.com/authid/detail.url?authorId=58304154700","Universitas Negeri Surabaya",""
"Yuri, Lolita","1","2024","3","3.0","0.85","1","0","2024","59425776800","https://www.scopus.com/authid/detail.url?authorId=59425776800","Universitas Negeri Surabaya",""
"Masail, Mohamad Kotimul","1","2025","0","0.0","0.00","0","0","2025","59672586000","https://www.scopus.com/authid/detail.url?authorId=59672586000","Universitas Negeri Surabaya",""
"Rizkanto, Billy Emir","1","2025","1","1.0","1.02","1","0","2025","59934122200","https://www.scopus.com/authid/detail.url?authorId=59934122200","Universitas Negeri Surabaya",""
"Windari, Nadila Nur Rahma","1","2025","0","0.0","0.00","0","0","2025","60008949500","https://www.scopus.com/authid/detail.url?authorId=60008949500","Universitas Negeri Surabaya",""
"Isyrak, Luthfiyah","1","2025","0","0.0","0.00","0","0","2025","60054249800","https://www.scopus.com/authid/detail.url?authorId=60054249800","Universitas Negeri Surabaya",""
"Ghinanda Dewistamara, Marshellia","1","2025","0","0.0","0.00","0","0","2025","60068222700","https://www.scopus.com/authid/detail.url?authorId=60068222700","Universitas Negeri Surabaya",""
"Soraya, Merika","1","2025","0","0.0","0.00","0","0","2025","60076287600","https://www.scopus.com/authid/detail.url?authorId=60076287600","Universitas Negeri Surabaya",""
"Puri, Diva Katherina Eka","1","2025","0","0.0","0.00","0","0","2025","60357221300","https://www.scopus.com/authid/detail.url?authorId=60357221300","Universitas Negeri Surabaya",""
"Nurlaili, Rizqi Aulia","1","2026","0","0.0","0.00","0","1","2026","60418837800","https://www.scopus.com/authid/detail.url?authorId=60418837800","Gadjah Mada University","0000-0003-4074-236X"
"Hanafi, Ahmad","1","2018","2","2.0","0.78","1","0","2018","57201853157","https://www.scopus.com/authid/detail.url?authorId=57201853157","Universitas Negeri Surabaya",""
"Wiratman, A.","1","2019","1","1.0","0.00","1","0","2019","57207963978","https://www.scopus.com/authid/detail.url?authorId=57207963978","Universitas Negeri Surabaya","0000-0001-8010-5854"
"Setyarini, Triana","1","2020","20","20.0","1.53","2","0","2020","57209451392","https://www.scopus.com/authid/detail.url?authorId=57209451392","Universitas Negeri Surabaya",""
"Firmansyah, Guntur Arif","1","2020","15","15.0","0.79","1","0","2020","57216921490","https://www.scopus.com/authid/detail.url?authorId=57216921490","Universitas Negeri Surabaya",""
"Muklis, M.","1","2018","0","0.0","0.00","0","0","2018","57493863800","https://www.scopus.com/authid/detail.url?authorId=57493863800","Universitas Negeri Surabaya",""
"Wahyudi, A.","1","2018","0","0.0","0.00","0","0","2018","57518874700","https://www.scopus.com/authid/detail.url?authorId=57518874700","Universitas Negeri Surabaya",""
"Anggraeni, Elva Rizki","1","2022","1","1.0","0.12","1","0","2022","58180286900","https://www.scopus.com/authid/detail.url?authorId=58180286900","State University of Jakarta",""
"Andriani, Lusy","1","2023","2","2.0","1.03","1","0","2023","58778542500","https://www.scopus.com/authid/detail.url?authorId=58778542500","Universitas Negeri Surabaya",""
"Wibowo, Dhea Mutiara Fernanda","1","2024","0","0.0","0.00","0","0","2024","58888222100","https://www.scopus.com/authid/detail.url?authorId=58888222100","Universitas Negeri Surabaya",""
"Prihatin, Yulianah","1","2025","0","0.0","0.00","0","0","2025","60068777900","https://www.scopus.com/authid/detail.url?authorId=60068777900","Universitas Negeri Surabaya",""
"Nurvitriana, Nidya Comdeca","1","2025","0","0.0","0.00","0","0","2025","60076092300","https://www.scopus.com/authid/detail.url?authorId=60076092300","Universitas Negeri Surabaya",""
"Aziz, Mochammad Rafli","1","2025","0","0.0","0.00","0","0","2025","60115919500","https://www.scopus.com/authid/detail.url?authorId=60115919500","Universitas Negeri Surabaya",""
"Raisya, Raisya","1","2025","0","0.0","0.00","0","0","2025","60214553900","https://www.scopus.com/authid/detail.url?authorId=60214553900","Universitas Negeri Surabaya",""
"Irda Amaliah, Fithrotul","1","2025","0","0.0","0.00","0","0","2025","60343750700","https://www.scopus.com/authid/detail.url?authorId=60343750700","Universitas Negeri Surabaya",""
"Nazelina, Nadira","1","2026","0","0.0","0.00","0","1","2026","60389569800","https://www.scopus.com/authid/detail.url?authorId=60389569800","Universitas Negeri Surabaya",""
"Jonathan, Dafis","1","2026","0","0.0","0.00","0","1","2026","60397765900","https://www.scopus.com/authid/detail.url?authorId=60397765900","Universitas Negeri Surabaya",""
"Airlangga, Rendy","1","2025","0","0.0","0.00","0","0","2025","60422171100","https://www.scopus.com/authid/detail.url?authorId=60422171100","Universitas Negeri Surabaya",""
"Septin Puspoayu, Elisabeth","1","2025","0","0.0","0.00","0","0","2025","60422947400","https://www.scopus.com/authid/detail.url?authorId=60422947400","Universitas Negeri Surabaya",""
"Maulidi, Ach","1","2017","13","13.0","0.00","10","0","2017","57200387162","https://www.scopus.com/authid/detail.url?authorId=57200387162","University of Surabaya","0000-0002-1963-7808"
"Hamda,","1","2021","0","0.0","0.00","2","0","2021","57200984124","https://www.scopus.com/authid/detail.url?authorId=57200984124","State University of Makassar",""
"Sulistinah,","1","2018","0","0.0","0.00","0","0","2018","57201198908","https://www.scopus.com/authid/detail.url?authorId=57201198908","Universitas Negeri Surabaya",""
"Nur, Moh","1","2019","31","31.0","2.69","1","1","2019","57204067567","https://www.scopus.com/authid/detail.url?authorId=57204067567","Universitas Negeri Surabaya",""
"Wijaya, R.","1","2018","4","4.0","1.09","1","0","2018","57204187226","https://www.scopus.com/authid/detail.url?authorId=57204187226","Universitas Negeri Surabaya","0000-0002-8312-4812"
"Febriyanti, R.","1","2018","1","1.0","0.54","1","0","2018","57204317603","https://www.scopus.com/authid/detail.url?authorId=57204317603","Yogyakarta State University",""
"Wujiati,","1","2019","5","5.0","1.19","1","0","2019","57209550092","https://www.scopus.com/authid/detail.url?authorId=57209550092","Unknown affiliation",""
"Adnyani, Luh Diah Surya","1","2024","0","0.0","0.00","2","0","2024","57217198964","https://www.scopus.com/authid/detail.url?authorId=57217198964","Universitas Negeri Surabaya",""
"Purnamawati, Siti Nuraini","1","2020","11","11.0","6.08","3","1","2020","57218938970","https://www.scopus.com/authid/detail.url?authorId=57218938970","State University of Jakarta",""
"Oktavia, Farida D.","1","2022","3","3.0","0.27","1","0","2022","57446520600","https://www.scopus.com/authid/detail.url?authorId=57446520600","Universitas Negeri Surabaya",""
"Arrifadah, Yuni","1","2025","0","0.0","0.00","1","0","2025","57671173800","https://www.scopus.com/authid/detail.url?authorId=57671173800","Universitas Negeri Surabaya",""
"Bariyah, Asiyah Khoiril","1","2022","0","0.0","0.00","0","0","2022","57808918600","https://www.scopus.com/authid/detail.url?authorId=57808918600","Universitas Negeri Surabaya",""
"Qotrunnada, N. A.","1","2023","0","0.0","0.00","0","0","2023","58074193300","https://www.scopus.com/authid/detail.url?authorId=58074193300","Universitas Negeri Surabaya",""
"Budiarto, Arrahmad Dwi","1","2023","0","0.0","0.00","0","0","2023","58897126900","https://www.scopus.com/authid/detail.url?authorId=58897126900","Universitas Negeri Surabaya",""
"Shafitri, N. R.","1","2024","1","1.0","0.17","1","0","2024","59249015100","https://www.scopus.com/authid/detail.url?authorId=59249015100","Universitas Negeri Surabaya",""
"Akbar, Idzam Kholid","1","2024","5","5.0","1.46","1","0","2024","59317921400","https://www.scopus.com/authid/detail.url?authorId=59317921400","Universitas Negeri Surabaya",""
"Harahap, Satria Baladewa","1","2024","0","0.0","0.00","0","0","2024","59940476000","https://www.scopus.com/authid/detail.url?authorId=59940476000","Universitas Negeri Surabaya",""
"Utami, Wiwik","1","2025","1","1.0","0.84","6","0","2025","59981665300","https://www.scopus.com/authid/detail.url?authorId=59981665300","Mercu Buana University",""
"Rakhman, Muhammad Arif","1","2025","0","0.0","0.00","0","0","2025","60076096700","https://www.scopus.com/authid/detail.url?authorId=60076096700","National Taipei University of Nursing and Health Sciences",""
"Pratiwi, Titin Indah","1","2025","0","0.0","0.00","0","0","2025","60076279100","https://www.scopus.com/authid/detail.url?authorId=60076279100","Universitas Negeri Surabaya",""
"Suroni, Azis","1","2025","0","0.0","0.00","0","0","2025","60115925100","https://www.scopus.com/authid/detail.url?authorId=60115925100","Universitas Negeri Surabaya","0009-0001-7025-137X"
"Agusti Putra, Pandu","1","2025","0","0.0","0.00","0","0","2025","60343937000","https://www.scopus.com/authid/detail.url?authorId=60343937000","Universitas Negeri Surabaya",""
"Fitriyana, Lolita","1","2025","0","0.0","0.00","0","0","2025","60422171200","https://www.scopus.com/authid/detail.url?authorId=60422171200","Universitas Negeri Surabaya",""
"Kamiliya, Aisyah Nurin","1","2026","0","0.0","","0","1","2026","60430999200","https://www.scopus.com/authid/detail.url?authorId=60430999200","Brawijaya University",""
"Ainur, Chandra","1","2018","1","1.0","0.39","1","0","2018","57201861260","https://www.scopus.com/authid/detail.url?authorId=57201861260","Universitas Negeri Surabaya",""
"Sriadhi, S.","1","2020","11","11.0","6.08","11","1","2020","57202300419","https://www.scopus.com/authid/detail.url?authorId=57202300419","State University of Medan","0000-0001-7738-7272"
"Zulaiha, Putri","1","2019","8","8.0","0.60","1","0","2019","57214084626","https://www.scopus.com/authid/detail.url?authorId=57214084626","Universitas Negeri Surabaya",""
"Rachmatya, R.","1","2019","9","9.0","0.60","1","0","2019","57214096670","https://www.scopus.com/authid/detail.url?authorId=57214096670","Universitas Negeri Surabaya",""
"Marwinata, Pepy","1","2025","0","0.0","0.00","1","0","2025","57216479485","https://www.scopus.com/authid/detail.url?authorId=57216479485","Universitas Negeri Surabaya",""
"Rahayu, E. I.P.","1","2020","3","3.0","1.22","1","0","2020","57217175368","https://www.scopus.com/authid/detail.url?authorId=57217175368","Universitas Negeri Surabaya",""
